Study Hours,Sleep Hours,Assignment Submitted,Topics to Cover,Topic Difficulty,Learning Capacity,Previous Test Score,Class Participation,Concentration Level,Distraction Time,Health Status,Study Environment,Revision Done,Time Left for Exam,Practice Tests Taken,Topic Familiarity,Predicted Score
9,7.6,Yes,7,Low,Medium,65,Low,4,0.2,Healthy,Quiet,Yes,3,0,First Time,100.0
7,7.1,Yes,1,Medium,High,91,Medium,5,1.8,Okay,Distracting,No,4,2,Revision,100.0
5,4.4,Yes,1,Medium,Low,74,Medium,1,3.6,Healthy,Quiet,No,1,1,Revision,72.6
6,7.2,Yes,4,Medium,Low,55,Medium,4,1.8,Healthy,Quiet,Yes,3,1,Revision,91.0
6,6.4,No,1,Medium,Low,91,Medium,4,2.3,Okay,Quiet,Yes,2,3,Revision,79.2
3,8.7,Yes,3,Low,Medium,79,High,3,0.8,Sick,Distracting,No,0,0,First Time,59.0
5,5.4,Yes,7,Medium,High,59,Medium,3,1.9,Sick,Distracting,Yes,3,3,First Time,65.0
8,7.6,Yes,7,High,Medium,54,Low,1,1.9,Sick,Distracting,No,2,1,Revision,64.0
2,7.7,Yes,3,Medium,Low,53,Low,3,0.9,Okay,Distracting,Yes,3,1,First Time,49.8
7,5.1,Yes,7,High,Low,85,Medium,4,0.7,Okay,Quiet,No,1,3,Revision,77.8
6,8.5,Yes,2,High,Medium,47,High,1,1.4,Healthy,Quiet,Yes,4,0,Revision,90.2
3,6.5,No,4,Medium,Medium,63,Low,1,0.2,Sick,Distracting,No,3,0,First Time,30.6
9,7.4,No,7,Medium,Medium,72,High,1,0.7,Healthy,Quiet,Yes,1,1,Revision,88.8
2,4.7,Yes,2,High,High,55,Low,3,2.9,Healthy,Quiet,Yes,2,2,First Time,62.6
6,5.3,Yes,3,Low,Medium,66,Medium,3,2.6,Okay,Quiet,No,1,0,First Time,78.4
9,6.9,Yes,7,Low,Low,98,Low,3,1.3,Okay,Quiet,Yes,3,0,First Time,88.2
8,5.6,Yes,3,Medium,Low,67,Medium,5,2.2,Healthy,Quiet,No,4,0,First Time,88.8
9,6.5,Yes,3,Low,High,83,High,5,3.3,Sick,Distracting,Yes,1,0,Revision,100.0
2,5.9,No,5,Low,Medium,53,Low,5,3.4,Okay,Quiet,Yes,4,3,First Time,49.0
9,7.2,No,1,Medium,High,48,Low,1,2.6,Sick,Distracting,No,4,2,Revision,77.4
8,6.4,No,2,High,Medium,85,Medium,3,0.5,Okay,Quiet,No,1,2,Revision,81.8
7,4.0,No,2,High,Low,52,High,5,0.7,Healthy,Quiet,No,1,3,First Time,72.6
2,7.2,No,7,Low,Medium,90,Medium,1,1.2,Healthy,Quiet,Yes,4,0,First Time,47.2
7,6.1,No,7,High,Medium,61,Medium,4,2.7,Healthy,Distracting,Yes,0,0,First Time,57.8
3,5.7,Yes,3,Medium,Low,69,High,5,1.0,Healthy,Quiet,No,2,1,First Time,69.4
5,4.5,Yes,7,Low,Low,71,Medium,1,1.9,Healthy,Distracting,Yes,3,0,First Time,60.2
9,5.1,No,5,High,Low,55,Medium,2,3.3,Healthy,Quiet,No,0,0,First Time,60.6
1,5.1,Yes,2,Low,Medium,90,High,5,3.6,Sick,Quiet,No,3,1,First Time,55.0
7,8.7,No,6,High,High,64,Low,4,3.4,Sick,Quiet,Yes,4,2,First Time,56.8
8,6.2,No,2,Low,Medium,88,High,1,0.5,Healthy,Quiet,No,1,3,Revision,97.4
6,4.2,No,5,High,High,62,High,5,3.6,Okay,Quiet,No,1,3,First Time,61.2
7,4.7,Yes,3,High,Medium,76,High,5,2.7,Okay,Distracting,No,0,3,First Time,77.0
6,4.4,Yes,5,Medium,Medium,67,Medium,2,2.5,Okay,Quiet,No,2,1,Revision,73.8
9,6.9,No,1,Medium,Medium,42,High,1,1.0,Healthy,Quiet,Yes,0,3,First Time,96.8
3,4.9,Yes,2,Medium,Medium,99,Medium,1,3.7,Healthy,Distracting,No,0,0,Revision,60.4
0,6.5,No,1,Low,High,98,High,1,0.1,Okay,Distracting,Yes,0,2,First Time,49.8
2,5.9,Yes,2,Low,Medium,62,High,3,0.3,Sick,Quiet,No,2,0,Revision,72.2
6,8.0,Yes,1,Low,Low,72,Medium,2,0.6,Sick,Distracting,Yes,3,3,Revision,86.8
6,5.6,No,2,High,Low,93,Medium,1,2.8,Sick,Quiet,No,3,2,First Time,43.6
2,6.3,No,6,High,Medium,78,Low,2,2.5,Okay,Distracting,Yes,1,1,First Time,23.6
0,7.6,No,3,High,High,64,Low,3,3.8,Healthy,Distracting,Yes,1,1,Revision,37.2
9,6.2,No,6,Low,Low,64,Medium,1,1.4,Okay,Distracting,No,3,3,Revision,73.6
8,8.0,Yes,4,Medium,Low,78,Low,2,1.4,Sick,Distracting,No,3,0,Revision,72.2
5,7.3,No,5,Low,Low,60,Medium,2,2.7,Sick,Quiet,Yes,3,0,Revision,58.0
6,6.1,Yes,2,Low,Medium,94,Low,3,0.7,Sick,Quiet,Yes,0,1,First Time,82.8
0,6.5,No,5,Medium,Low,98,Low,2,1.9,Healthy,Quiet,Yes,0,3,First Time,32.2
0,8.8,Yes,2,Medium,High,70,Medium,3,0.1,Healthy,Quiet,No,2,0,First Time,60.2
3,7.3,No,4,Low,High,88,High,5,2.4,Okay,Quiet,Yes,1,2,Revision,76.6
6,8.5,No,3,High,High,69,Medium,2,3.1,Healthy,Quiet,Yes,4,1,First Time,65.8
7,4.9,No,3,High,Low,78,Low,3,0.8,Healthy,Distracting,Yes,0,1,Revision,65.2
9,6.4,Yes,5,Medium,Low,84,Low,4,1.2,Sick,Quiet,Yes,4,3,First Time,87.4
8,8.5,Yes,6,Low,High,99,Medium,1,0.5,Okay,Distracting,No,4,1,First Time,82.0
0,5.6,No,4,High,Low,84,Low,1,2.5,Sick,Quiet,No,4,1,Revision,13.2
3,8.8,Yes,5,High,High,81,Medium,1,2.3,Healthy,Quiet,Yes,4,3,Revision,72.8
3,4.5,No,3,Medium,Medium,91,Low,3,3.3,Okay,Distracting,Yes,0,3,First Time,40.4
2,8.5,Yes,1,Low,Medium,73,Low,3,3.9,Healthy,Distracting,Yes,4,2,First Time,63.2
6,6.2,No,5,Medium,Medium,77,High,1,3.9,Healthy,Distracting,Yes,2,3,First Time,60.6
0,4.4,No,2,Low,Low,46,Medium,3,0.4,Okay,Distracting,No,3,1,First Time,27.0
8,8.4,Yes,7,Low,Medium,66,High,2,2.2,Okay,Quiet,Yes,1,0,First Time,87.8
7,5.3,Yes,3,Low,Medium,52,High,2,3.2,Sick,Distracting,Yes,4,3,Revision,89.2
1,4.1,Yes,2,Low,High,68,Low,2,2.6,Okay,Distracting,Yes,2,2,Revision,62.0
1,4.7,No,4,Low,High,62,Medium,5,3.6,Sick,Quiet,No,3,2,First Time,39.2
7,7.3,Yes,6,Low,High,47,Low,1,1.8,Sick,Distracting,Yes,1,2,First Time,75.8
0,8.9,Yes,6,High,Medium,60,Medium,4,1.7,Okay,Distracting,Yes,2,0,Revision,42.8
6,4.6,Yes,3,High,High,52,High,1,0.1,Sick,Quiet,No,1,0,Revision,79.0
8,6.3,Yes,3,High,Medium,65,Low,2,0.1,Healthy,Distracting,Yes,0,0,First Time,84.4
2,4.9,Yes,6,High,Low,82,Low,1,2.8,Okay,Quiet,No,2,1,Revision,37.2
6,7.7,No,5,Low,Medium,49,High,5,1.9,Healthy,Quiet,Yes,4,3,Revision,91.8
5,4.6,No,7,High,High,68,High,2,2.6,Healthy,Quiet,Yes,4,2,Revision,65.0
6,5.2,Yes,6,Low,High,66,Medium,5,1.0,Sick,Distracting,No,4,0,Revision,81.4
6,5.0,No,6,Medium,High,95,Low,5,3.5,Healthy,Distracting,Yes,4,2,Revision,70.0
9,6.8,Yes,5,Medium,High,43,High,5,3.6,Sick,Quiet,Yes,4,1,Revision,100.0
0,8.4,Yes,2,High,Low,81,Medium,2,2.6,Healthy,Distracting,No,3,2,Revision,43.0
2,6.6,No,5,Low,Low,70,Medium,5,1.1,Sick,Quiet,No,0,2,First Time,41.0
9,4.3,No,1,High,Medium,56,High,5,0.9,Healthy,Quiet,No,3,1,First Time,85.8
0,6.8,No,3,Low,High,99,Low,4,2.5,Sick,Quiet,Yes,3,2,Revision,50.6
4,8.0,No,6,High,Low,47,High,1,3.8,Sick,Quiet,Yes,0,0,Revision,38.4
2,4.7,No,7,Medium,Low,91,High,4,2.3,Okay,Quiet,Yes,3,0,First Time,34.8
0,4.4,No,4,Medium,Low,76,Medium,1,3.4,Sick,Distracting,No,2,0,First Time,3.0
1,4.9,No,3,High,High,59,Medium,2,2.3,Sick,Distracting,Yes,0,3,Revision,37.2
9,7.7,Yes,7,High,Low,86,Medium,4,2.7,Okay,Quiet,Yes,4,2,First Time,81.2
4,7.0,Yes,6,Low,High,94,High,3,2.3,Okay,Quiet,No,0,1,First Time,74.4
2,6.7,Yes,2,Medium,Low,49,Medium,2,2.3,Sick,Quiet,No,0,1,Revision,54.8
5,5.2,No,6,High,Low,90,High,2,3.0,Sick,Distracting,Yes,1,3,Revision,43.4
8,5.7,Yes,7,Low,High,89,High,1,1.6,Healthy,Distracting,No,3,3,First Time,90.2
5,8.8,Yes,5,Medium,High,97,Medium,1,3.6,Healthy,Distracting,No,3,0,Revision,70.2
1,5.2,Yes,3,Low,High,83,High,5,3.5,Okay,Distracting,Yes,0,1,First Time,62.4
1,8.5,Yes,5,Medium,Low,73,Medium,3,2.9,Sick,Quiet,No,2,3,First Time,38.2
7,6.9,No,6,Medium,Medium,78,High,2,3.0,Healthy,Distracting,No,3,3,Revision,71.8
7,4.6,Yes,2,Low,Medium,50,High,2,1.7,Healthy,Quiet,Yes,3,0,First Time,96.8
5,6.3,Yes,7,Low,High,86,Medium,4,3.3,Sick,Distracting,No,3,2,First Time,64.0
9,8.7,Yes,5,Medium,High,51,High,1,3.7,Okay,Distracting,Yes,2,2,First Time,87.2
6,6.1,Yes,4,Medium,Medium,49,High,4,3.2,Okay,Quiet,Yes,2,2,First Time,83.8
0,8.3,Yes,6,Low,Medium,52,Medium,1,0.5,Healthy,Quiet,No,4,2,First Time,50.4
8,5.3,No,2,High,High,93,Low,1,3.1,Okay,Distracting,Yes,4,3,Revision,73.4
4,6.9,Yes,3,Low,High,73,Medium,4,1.9,Healthy,Quiet,No,0,1,First Time,85.0
8,8.2,Yes,7,High,High,95,Low,4,2.4,Healthy,Quiet,No,4,2,First Time,82.8
1,8.6,Yes,3,Low,Medium,69,High,4,4.0,Okay,Quiet,No,0,3,Revision,67.8
7,6.4,Yes,4,High,Medium,54,Low,1,1.4,Sick,Quiet,Yes,3,0,Revision,77.0
6,7.2,Yes,1,High,Medium,93,Medium,3,1.4,Healthy,Distracting,Yes,0,0,First Time,81.8
3,4.0,Yes,5,Medium,High,47,High,4,1.1,Healthy,Distracting,Yes,3,3,First Time,72.8
2,5.3,No,6,Low,Low,77,Low,1,0.5,Sick,Distracting,No,2,1,Revision,26.6
3,5.4,Yes,3,Low,Medium,75,Medium,4,0.7,Healthy,Quiet,No,4,0,Revision,82.4
3,4.5,Yes,6,Low,Low,79,Low,3,2.1,Sick,Quiet,No,2,0,First Time,43.8
9,5.4,No,4,High,Low,91,Medium,3,3.6,Sick,Distracting,No,3,1,Revision,56.6
9,5.6,No,5,High,Medium,61,High,5,3.2,Sick,Quiet,Yes,3,1,Revision,78.8
7,8.8,Yes,2,Medium,Medium,44,Medium,5,0.7,Okay,Quiet,No,3,1,First Time,88.0
3,7.3,Yes,6,High,Medium,71,Low,3,2.2,Healthy,Quiet,No,3,1,First Time,53.0
4,6.1,No,4,Low,High,59,High,4,3.4,Healthy,Distracting,Yes,3,3,First Time,69.4
1,8.9,Yes,7,High,Low,62,High,5,2.2,Healthy,Quiet,No,3,1,Revision,50.8
3,4.8,No,2,High,Low,79,Medium,1,3.6,Sick,Distracting,No,1,0,First Time,17.4
6,6.4,Yes,7,Medium,Low,85,High,3,3.6,Okay,Quiet,No,0,1,First Time,63.6
2,7.2,Yes,2,High,Low,93,Low,4,1.4,Healthy,Distracting,No,4,2,Revision,58.8
0,4.3,Yes,2,Low,High,88,High,1,3.5,Healthy,Quiet,Yes,0,1,Revision,68.6
7,7.6,No,5,Low,Medium,94,Medium,3,2.3,Healthy,Quiet,No,1,1,Revision,80.2
7,4.5,No,1,Low,Medium,91,Medium,3,1.9,Okay,Quiet,No,2,2,First Time,74.2
5,4.7,No,6,Low,High,41,High,4,3.1,Sick,Distracting,Yes,3,3,Revision,66.2
6,4.8,No,2,Medium,Medium,58,Low,4,3.2,Okay,Distracting,No,1,2,Revision,61.2
9,8.6,Yes,3,Medium,Low,65,High,2,2.7,Okay,Quiet,No,3,2,First Time,86.4
1,7.4,Yes,5,Low,High,75,High,4,3.2,Sick,Distracting,No,1,3,First Time,53.8
4,7.3,No,5,Low,High,53,Medium,1,3.8,Okay,Quiet,No,0,2,First Time,52.8
6,6.8,No,2,High,Low,46,High,5,3.5,Sick,Quiet,Yes,3,3,Revision,70.6
8,5.5,No,3,High,High,96,Low,4,0.3,Okay,Quiet,No,3,1,First Time,72.4
0,7.1,No,4,High,Low,55,Low,4,3.4,Okay,Quiet,No,0,2,First Time,19.0
2,6.1,Yes,5,High,High,49,Low,5,3.1,Okay,Quiet,No,4,3,Revision,63.0
5,4.7,No,2,High,Medium,82,Low,5,3.7,Healthy,Quiet,Yes,0,0,First Time,58.0
6,7.4,Yes,6,Low,Low,61,Low,3,3.0,Sick,Quiet,Yes,4,0,First Time,66.2
5,4.6,No,2,High,Medium,65,High,3,3.5,Sick,Quiet,Yes,2,1,First Time,50.2
0,5.0,Yes,6,High,High,44,Low,5,0.0,Healthy,Distracting,Yes,1,2,Revision,57.0
3,8.1,No,6,High,High,96,Low,5,3.9,Okay,Distracting,Yes,2,3,First Time,40.0
5,7.3,Yes,1,Medium,High,51,High,5,0.8,Healthy,Distracting,No,2,2,First Time,91.8
7,7.2,Yes,1,Medium,High,63,High,1,3.5,Healthy,Distracting,Yes,4,0,First Time,91.6
9,6.1,Yes,7,Medium,High,95,Low,2,3.7,Okay,Distracting,No,3,2,First Time,75.8
3,6.0,Yes,4,Low,Medium,63,Low,1,0.0,Okay,Distracting,Yes,4,2,Revision,70.0
6,7.5,Yes,4,Medium,Low,54,Medium,2,3.7,Sick,Distracting,No,0,3,Revision,65.6
2,7.7,Yes,6,High,High,63,Low,3,3.3,Healthy,Quiet,No,2,3,Revision,62.0
7,6.6,Yes,4,High,High,63,Low,5,3.7,Okay,Quiet,Yes,1,0,First Time,82.8
0,8.8,Yes,7,High,High,81,Medium,1,0.7,Sick,Distracting,No,0,2,First Time,26.0
3,8.8,Yes,4,Low,Medium,65,High,5,3.1,Okay,Quiet,No,4,0,First Time,67.2
7,6.1,No,2,Medium,High,94,High,5,1.9,Sick,Quiet,No,3,3,Revision,87.4
9,8.1,No,2,Medium,High,73,High,5,1.0,Sick,Quiet,No,1,3,Revision,98.8
3,6.7,Yes,2,High,High,57,Low,1,3.0,Sick,Quiet,No,2,1,Revision,58.4
1,6.6,No,3,High,Low,82,Medium,5,1.9,Okay,Quiet,No,2,2,Revision,41.4
1,4.3,No,6,Medium,Low,76,Medium,3,3.6,Okay,Quiet,Yes,0,1,Revision,31.4
3,6.9,Yes,4,Medium,High,45,Low,2,2.8,Sick,Distracting,No,3,3,First Time,52.2
3,8.5,Yes,3,High,Low,84,Low,4,0.6,Healthy,Distracting,Yes,4,0,First Time,55.8
1,7.9,No,5,Medium,High,64,Low,3,1.0,Healthy,Distracting,Yes,3,1,First Time,40.2
6,7.9,Yes,6,Medium,High,56,Low,2,1.1,Healthy,Distracting,No,1,0,First Time,71.0
5,4.8,Yes,7,Low,Low,98,High,4,1.4,Sick,Distracting,Yes,0,1,First Time,60.8
2,5.8,Yes,5,High,Low,55,Medium,5,2.7,Healthy,Quiet,Yes,0,3,First Time,58.2
7,5.2,No,2,Medium,High,94,Medium,3,3.6,Okay,Distracting,Yes,2,3,Revision,79.2
7,5.6,No,5,Low,Low,94,Medium,4,2.4,Healthy,Quiet,No,4,1,First Time,67.4
0,6.9,No,2,Low,Low,95,High,4,3.0,Sick,Distracting,No,2,2,First Time,28.8
2,5.8,Yes,7,Low,Low,68,High,4,1.3,Sick,Quiet,Yes,4,0,Revision,62.0
4,6.8,Yes,6,Low,Medium,40,Medium,5,2.1,Healthy,Distracting,Yes,2,3,First Time,78.4
1,6.2,Yes,6,Low,Medium,99,High,2,2.0,Sick,Quiet,Yes,3,2,First Time,53.4
4,5.4,Yes,7,Low,Medium,84,High,2,2.8,Okay,Quiet,Yes,4,0,Revision,74.2
9,4.5,Yes,7,Low,Medium,81,Medium,3,2.1,Sick,Quiet,No,1,1,Revision,87.8
2,8.5,No,4,High,Medium,84,Low,5,1.3,Okay,Quiet,Yes,2,1,First Time,40.4
8,4.1,Yes,3,High,High,59,Medium,2,1.0,Healthy,Distracting,No,0,0,First Time,81.2
0,4.0,No,2,High,Low,65,Low,3,1.0,Okay,Distracting,No,4,3,Revision,24.0
3,8.1,Yes,1,Low,Medium,60,High,2,3.9,Okay,Quiet,No,4,0,Revision,75.0
9,9.0,No,7,Medium,Low,89,Low,1,1.4,Okay,Distracting,Yes,2,0,Revision,62.2
5,7.6,Yes,1,Low,High,89,Low,5,3.2,Healthy,Distracting,No,4,0,Revision,91.4
8,4.1,Yes,4,High,Low,66,Low,1,0.3,Okay,Quiet,No,4,2,Revision,76.6
2,5.1,Yes,7,High,Low,75,Low,2,0.4,Okay,Quiet,Yes,2,0,Revision,47.4
2,8.9,Yes,3,Low,High,74,High,2,2.7,Okay,Distracting,No,3,0,Revision,65.8
4,8.0,No,2,High,High,55,Medium,1,1.8,Sick,Quiet,No,3,3,First Time,48.4
6,6.8,Yes,4,Medium,Low,68,Medium,5,3.5,Okay,Distracting,Yes,1,0,Revision,78.6
4,5.2,No,3,Medium,Low,46,Low,3,3.4,Okay,Quiet,Yes,1,1,First Time,43.6
7,4.1,No,1,Medium,High,46,Medium,4,3.0,Healthy,Quiet,Yes,4,3,Revision,93.2
4,4.1,No,2,Low,Medium,73,Medium,1,3.3,Sick,Distracting,Yes,0,2,Revision,51.6
6,7.1,Yes,3,High,Medium,87,Medium,5,3.5,Okay,Quiet,Yes,1,3,First Time,82.8
5,4.1,Yes,5,High,Medium,44,Medium,5,3.1,Healthy,Distracting,No,2,3,First Time,63.0
9,9.0,No,2,Medium,Medium,92,High,4,2.1,Sick,Quiet,Yes,1,1,Revision,88.8
1,4.9,Yes,5,High,Low,47,Medium,3,1.1,Okay,Quiet,Yes,0,0,Revision,49.6
2,7.6,No,6,Low,Medium,47,Low,3,3.1,Okay,Distracting,No,4,3,Revision,41.6
3,4.8,No,6,Medium,Medium,82,Medium,2,1.3,Okay,Distracting,Yes,2,3,First Time,40.0
4,6.7,Yes,6,Low,High,68,High,2,1.0,Sick,Distracting,No,4,2,First Time,65.4
8,4.4,Yes,4,Low,High,91,Medium,1,0.7,Sick,Quiet,No,2,1,Revision,92.4
5,7.8,No,3,High,High,49,Low,3,2.5,Healthy,Quiet,Yes,3,3,First Time,66.4
0,6.9,No,6,Low,High,40,High,1,1.0,Okay,Quiet,No,3,2,Revision,47.8
2,4.4,Yes,7,Medium,Low,77,Medium,2,1.5,Okay,Quiet,Yes,1,3,Revision,55.8
6,8.2,Yes,3,Low,Low,67,Low,1,2.8,Sick,Distracting,Yes,0,1,Revision,69.0
7,6.7,Yes,3,High,Low,46,Low,4,3.2,Okay,Distracting,No,0,0,First Time,63.0
6,8.6,No,3,Low,Medium,56,Low,1,1.3,Okay,Quiet,Yes,0,0,Revision,72.2
4,8.6,No,2,Low,Medium,95,Medium,2,3.4,Sick,Distracting,No,3,3,First Time,45.0
9,8.6,No,7,High,Low,87,High,2,0.2,Healthy,Distracting,No,0,0,First Time,60.4
7,4.4,Yes,5,High,Medium,85,Medium,4,3.9,Okay,Distracting,No,1,3,Revision,73.0
8,4.6,No,5,High,Medium,96,High,4,1.7,Healthy,Quiet,Yes,0,3,First Time,78.8
6,8.9,No,4,High,Medium,63,High,3,1.3,Healthy,Distracting,No,2,2,First Time,57.6
8,6.4,No,6,High,Medium,74,Low,4,3.7,Sick,Distracting,No,3,0,Revision,53.4
0,5.2,Yes,4,High,Medium,48,Low,4,0.5,Sick,Distracting,No,2,0,Revision,36.4
8,7.8,No,3,High,High,81,Low,3,1.4,Sick,Distracting,No,4,3,Revision,70.6
2,5.3,Yes,1,Low,Low,42,Medium,4,1.4,Sick,Quiet,Yes,1,3,Revision,73.8
5,7.6,No,1,Low,Low,83,High,5,1.7,Sick,Quiet,No,4,1,First Time,63.4
7,8.2,No,7,Low,Medium,43,Low,5,3.4,Healthy,Quiet,No,2,3,First Time,69.8
2,7.9,Yes,3,Medium,Medium,71,Medium,5,3.4,Healthy,Quiet,Yes,4,0,First Time,67.4
3,5.4,Yes,6,High,High,83,High,4,2.4,Healthy,Distracting,No,0,2,Revision,67.0
6,6.0,Yes,5,Low,Low,93,High,2,4.0,Sick,Quiet,No,4,3,First Time,68.0
6,6.1,No,4,High,High,94,Medium,2,3.4,Sick,Distracting,Yes,3,2,Revision,58.4
3,6.5,Yes,2,Medium,High,52,High,3,2.7,Okay,Distracting,Yes,2,3,Revision,81.6
8,4.8,No,1,High,Low,63,Medium,2,0.8,Okay,Distracting,No,0,3,First Time,61.0
2,6.3,No,7,Low,High,46,Low,2,2.2,Healthy,Quiet,Yes,0,3,First Time,52.2
7,6.6,Yes,4,Medium,High,58,High,3,0.9,Healthy,Quiet,No,0,3,First Time,99.4
7,6.7,Yes,1,High,Low,98,Medium,5,1.2,Sick,Distracting,No,2,3,Revision,83.0
3,8.1,Yes,5,Medium,Low,66,Low,3,2.7,Okay,Quiet,Yes,1,3,First Time,56.4
6,6.6,Yes,5,High,Low,89,Low,2,0.7,Healthy,Quiet,Yes,4,1,First Time,70.8
3,5.2,No,3,Medium,High,66,Low,2,0.4,Sick,Quiet,No,3,0,First Time,42.6
0,7.3,No,3,Low,Medium,57,High,3,2.1,Okay,Distracting,Yes,4,1,First Time,39.2
0,8.0,Yes,1,High,Medium,69,Low,4,0.0,Okay,Distracting,Yes,1,0,First Time,47.0
0,5.6,Yes,1,High,Medium,67,Low,2,2.4,Okay,Quiet,Yes,3,1,Revision,51.4
1,7.2,No,4,High,High,68,Low,2,3.6,Healthy,Quiet,No,4,1,Revision,40.4
5,4.7,No,3,Low,High,48,Medium,3,0.8,Healthy,Quiet,Yes,4,0,Revision,83.8
9,5.7,Yes,7,Medium,Medium,78,High,2,1.5,Okay,Distracting,No,3,3,First Time,82.4
4,8.5,No,7,Low,Low,78,Low,4,3.7,Sick,Quiet,No,4,1,Revision,40.6
1,8.6,No,5,Medium,Low,60,High,4,2.8,Healthy,Distracting,No,1,3,First Time,32.2
7,6.9,No,6,High,High,84,Low,3,0.5,Sick,Quiet,No,3,3,Revision,68.8
8,7.5,No,4,Medium,Medium,77,Medium,1,1.5,Sick,Distracting,Yes,3,0,Revision,69.0
6,8.3,No,4,Medium,High,46,Low,5,3.0,Okay,Distracting,Yes,2,3,First Time,65.4
8,8.8,No,2,High,High,84,High,4,2.7,Okay,Distracting,Yes,4,1,Revision,82.0
3,6.4,No,7,High,Medium,64,Low,4,0.6,Sick,Quiet,No,2,3,First Time,34.6
6,6.8,No,6,Medium,High,65,High,5,0.2,Sick,Quiet,Yes,4,1,First Time,72.2
4,6.1,Yes,5,High,Low,91,High,3,2.7,Okay,Distracting,No,0,2,First Time,49.8
4,4.4,No,4,High,Low,45,Medium,2,2.4,Healthy,Distracting,No,2,2,Revision,42.0
2,6.1,Yes,6,Medium,Medium,88,Low,3,0.2,Healthy,Quiet,No,0,2,First Time,57.8
8,8.0,Yes,2,Low,High,94,High,1,3.9,Healthy,Quiet,Yes,2,1,Revision,100.0
9,8.0,Yes,6,Low,Low,59,Medium,1,1.0,Okay,Quiet,Yes,2,0,First Time,88.0
4,8.5,Yes,3,High,Medium,57,High,5,1.5,Okay,Distracting,Yes,1,1,Revision,75.0
5,4.3,Yes,5,Medium,Medium,59,Medium,1,0.7,Okay,Quiet,No,4,2,Revision,72.2
2,6.6,No,3,High,Medium,79,Low,1,3.3,Okay,Quiet,Yes,0,1,First Time,32.6
9,4.5,Yes,2,Low,High,57,Low,5,3.9,Okay,Distracting,Yes,2,0,Revision,100.0
6,5.0,No,7,Low,Medium,86,Low,5,0.9,Sick,Quiet,Yes,2,1,Revision,67.2
8,8.5,Yes,5,Medium,High,40,Low,5,1.1,Sick,Distracting,Yes,0,3,Revision,94.8
8,6.5,No,1,Medium,Medium,72,Low,5,2.8,Okay,Quiet,Yes,4,1,Revision,88.4
9,7.8,No,1,Low,High,78,Low,5,2.1,Okay,Distracting,Yes,2,3,Revision,100.0
9,4.3,Yes,1,Medium,Low,87,High,4,0.4,Okay,Distracting,Yes,2,1,Revision,100.0
4,6.1,No,6,Low,High,62,High,2,3.7,Sick,Distracting,Yes,2,0,First Time,46.8
6,7.4,Yes,4,High,Low,91,Medium,5,2.4,Sick,Quiet,No,3,0,Revision,71.4
2,4.7,No,6,Low,Low,53,Low,2,1.2,Healthy,Quiet,Yes,4,2,Revision,49.0
5,5.6,No,6,Low,Medium,67,Low,1,2.0,Sick,Distracting,No,1,0,Revision,44.2
7,4.3,Yes,6,Medium,Low,60,High,4,2.0,Healthy,Quiet,No,1,1,Revision,84.6
7,7.3,No,6,Medium,High,83,Medium,5,2.1,Healthy,Quiet,No,4,3,First Time,79.2
1,8.9,No,7,Medium,Low,76,Medium,4,2.0,Okay,Distracting,No,4,0,Revision,25.2
5,8.1,No,1,High,High,46,Medium,3,2.2,Okay,Quiet,No,1,2,Revision,69.4
6,8.9,No,4,Medium,High,51,Low,2,1.6,Healthy,Distracting,No,1,0,First Time,57.0
6,8.2,No,4,High,High,90,Low,5,0.6,Okay,Distracting,Yes,0,2,First Time,63.4
2,8.3,No,2,Medium,Medium,76,Medium,2,2.7,Healthy,Quiet,No,1,3,Revision,56.0
8,6.9,Yes,1,Medium,High,78,Low,2,3.2,Okay,Distracting,No,2,0,Revision,91.4
1,6.6,No,5,Low,Medium,67,Low,3,3.4,Sick,Distracting,Yes,0,1,Revision,34.4
2,6.0,Yes,6,Low,Low,98,Low,2,0.1,Okay,Quiet,Yes,1,1,First Time,53.8
1,8.1,No,4,Low,Low,46,Low,1,1.6,Healthy,Distracting,Yes,4,1,Revision,39.6
8,4.9,Yes,2,High,Medium,84,Medium,2,3.9,Healthy,Distracting,Yes,0,0,First Time,79.0
3,4.3,No,4,Medium,Low,96,Medium,3,0.3,Sick,Distracting,No,4,3,First Time,32.0
1,8.7,Yes,5,Low,Low,91,High,3,3.1,Healthy,Quiet,Yes,2,1,Revision,64.4
2,4.0,No,5,Medium,Low,56,Low,5,0.5,Sick,Distracting,Yes,1,1,Revision,34.0
3,8.9,Yes,1,Low,Low,76,Low,1,3.3,Sick,Quiet,No,2,0,Revision,56.6
9,7.6,Yes,7,Medium,High,53,Low,2,2.7,Sick,Quiet,Yes,0,2,Revision,92.4
5,5.6,Yes,4,Low,Low,82,High,3,2.9,Sick,Distracting,Yes,2,2,Revision,73.4
4,7.5,No,7,Low,High,91,High,3,3.9,Healthy,Quiet,Yes,0,1,First Time,63.2
2,8.1,No,5,Low,Low,90,High,2,3.8,Sick,Quiet,Yes,3,1,Revision,42.2
9,5.2,No,3,Low,Medium,94,High,2,1.2,Healthy,Quiet,Yes,2,3,First Time,96.0
7,7.9,Yes,5,Low,Medium,96,Low,5,1.5,Sick,Quiet,Yes,0,2,Revision,94.2
7,8.0,No,5,Medium,High,43,Low,5,1.6,Okay,Quiet,No,4,1,Revision,76.8
